GeneID	S1768_HCT116wt_normDMSO	S1756_HCT116wt_normDMSO	S1774_HCT116wt_hypoxDMSO	S1762_HCT116wt_hypoxDMSO	S1771_HCT116wt_norm3MB	S1759_HCT116wt_norm3MB	S1777_HCT116wt_hypox3MB	S1765_HCT116wt_hypox3MB	S1769_HCT116cdk8as_normDMSO	S1757_HCT116cdk8as_normDMSO	S1775_HCT116cdk8as_hypoxDMSO	S1763_HCT116cdk8as_hypoxDMSO	S1772_HCT116cdk8as_norm3MB	S1760_HCT116cdk8as_norm3MB	S1778_HCT116cdk8as_hypox3MB	S1766_HCT116cdk8as_hypox3MB
LOC101927637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC101927641	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0
LOC101927642	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101927650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101927651	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101927653	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
LOC101927661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101927666	0	0	0	1	1	2	3	4	0	0	0	8	0	0	0	2
LOC101927667	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0
LOC101927668	2	1	22	4	2	2	3	2	6	4	44	8	2	4	8	10
LOC101927678	0	2	0	0	0	0	0	0	1	1	1	0	0	1	1	1
LOC101927683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC101927688	23	11	7	6	14	3	9	20	10	9	0	2	17	12	14	9
LOC101927691	0	0	1	5	0	0	1	2	1	0	0	2	0	1	3	2
LOC101927694	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
LOC101927697	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0
LOC101927698	0	0	1	0	1	5	3	1	1	0	1	5	2	7	4	1
LOC101927700	1	0	0	0	1	0	0	0	0	1	0	0	0	2	1	1
LOC101927701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101927709	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
LOC101927718	1	1	0	0	7	0	0	0	0	1	0	0	3	0	0	0
LOC101927720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101927722	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
LOC101927728	0	0	2	1	0	1	0	0	0	0	2	0	0	0	0	0
LOC101927730	2	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0
LOC101927735	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
LOC101927740	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0
LOC101927746	728	317	268	248	553	202	348	229	542	430	104	150	399	314	220	167
LOC101927750	56	34	28	26	47	16	43	32	59	23	12	20	35	29	37	30
LOC101927755	24	21	4	10	19	9	5	18	18	27	5	16	17	16	14	18
LOC101927766	2	0	0	0	1	0	1	0	0	0	0	0	1	0	2	0
LOC101927769	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
LOC101927770	0	0	1	1	0	1	1	0	0	0	0	0	0	2	0	0
LOC101927780	56	16	21	21	23	5	17	35	12	14	7	21	8	12	17	11
LOC101927795	0	0	0	0	4	1	1	0	1	1	0	1	0	0	0	0
LOC101927796	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1
LOC101927797	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
LOC101927811	17	8	7	5	21	6	22	5	2	8	4	21	19	10	12	14
LOC101927814	4	2	0	1	2	0	0	2	2	1	0	0	1	5	1	3
LOC101927817	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
LOC101927821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101927829	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0
LOC101927830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101927835	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LOC101927839	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
LOC101927843	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101927844	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0
LOC101927847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101927865	1	5	17	9	11	1	17	13	22	6	22	32	10	13	69	29
LOC101927869	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
LOC101927870	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101927873	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	1
LOC101927881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101927884	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
LOC101927900	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
LOC101927901	0	1	0	4	0	0	0	4	0	1	0	1	1	0	0	1
LOC101927905	33	36	8	13	38	10	30	44	27	29	11	7	13	33	29	23
LOC101927907	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
LOC101927911	3	2	2	2	1	17	6	1	0	1	0	0	0	1	0	1
LOC101927914	0	0	3	5	0	1	0	5	0	0	0	2	1	1	0	3
LOC101927917	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LOC101927919	22	23	11	5	17	4	8	8	21	13	3	20	16	15	11	35
LOC101927921	0	0	2	0	1	0	1	0	1	1	1	0	1	0	1	0
LOC101927922	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0
LOC101927924	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0
LOC101927926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101927931	0	0	1	1	0	2	0	0	0	1	0	0	1	1	0	0
LOC101927934	6	2	6	6	14	11	12	12	7	7	3	4	8	9	13	12
LOC101927948	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101927950	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2
LOC101927967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101927987	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
LOC101927990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928001	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
LOC101928002	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC101928008	1	0	1	1	0	0	0	0	0	0	0	0	0	0	3	1
LOC101928009	1	0	2	0	0	0	0	2	3	0	5	0	0	1	0	0
LOC101928012	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
LOC101928020	14	8	1	1	13	18	5	8	17	8	0	12	15	10	8	8
LOC101928030	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1
LOC101928035	0	0	0	1	0	1	0	1	0	0	0	0	0	2	5	2
LOC101928036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928043	6	4	5	10	8	1	2	4	1	1	0	0	0	2	1	0
LOC101928048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928053	4	6	1	0	7	2	5	2	7	5	0	0	1	4	0	2
LOC101928062	63	55	107	105	97	32	157	131	82	54	99	120	58	63	147	85
LOC101928063	10	7	1	3	10	1	0	2	5	2	0	5	0	0	0	1
LOC101928068	30	29	42	25	47	19	34	24	10	18	3	5	16	23	23	13
LOC101928075	0	0	1	0	0	0	0	1	1	2	0	0	1	0	2	1
LOC101928093	0	0	0	0	1	0	2	3	0	0	0	0	0	0	0	8
LOC101928100	180	83	47	61	96	53	53	77	29	22	7	16	14	29	32	19
LOC101928103	54	27	11	36	30	2	13	15	15	15	9	9	50	19	24	15
LOC101928104	1	0	0	0	0	0	1	2	0	1	0	0	1	0	0	0
LOC101928107	0	6	1	0	3	0	0	0	0	0	1	0	0	0	0	0
LOC101928113	3	2	1	0	2	0	0	1	0	0	0	3	2	1	1	0
LOC101928122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928137	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0
LOC101928138	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1
LOC101928154	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928158	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	1
LOC101928161	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928162	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
LOC101928163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928167	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
LOC101928168	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
LOC101928174	0	0	0	0	0	0	2	0	0	0	0	1	0	0	1	0
LOC101928200	1	0	0	0	0	0	0	0	0	1	0	0	1	2	0	1
LOC101928201	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928205	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0
LOC101928211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928222	1	5	1	1	0	1	2	4	0	1	0	1	0	3	8	3
LOC101928227	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
LOC101928241	1	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0
LOC101928243	18	6	21	47	14	6	49	63	23	11	7	10	8	9	50	36
LOC101928244	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928248	0	0	0	0	1	0	0	1	1	0	0	0	0	0	2	1
LOC101928254	0	0	0	0	1	0	2	0	1	1	0	1	1	0	0	0
LOC101928259	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
LOC101928266	0	0	1	2	3	0	9	2	1	2	33	15	0	3	8	7
LOC101928269	0	0	1	0	0	0	0	0	0	0	0	2	0	1	0	0
LOC101928273	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
LOC101928283	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0
LOC101928290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928292	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0
LOC101928295	0	0	1	3	0	1	3	4	0	0	0	0	0	0	2	0
LOC101928303	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0
LOC101928333	1	2	0	0	1	0	1	0	0	1	0	1	0	0	1	0
LOC101928335	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	2
LOC101928336	2	0	3	3	1	0	0	1	0	0	1	0	0	0	0	2
LOC101928340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928358	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
LOC101928363	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0
LOC101928370	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
LOC101928371	0	1	1	1	2	0	3	1	0	0	0	1	0	1	0	3
LOC101928372	0	0	7	2	2	1	11	8	4	1	0	7	3	4	1	2
LOC101928378	309	439	197	239	434	178	251	250	238	264	116	189	198	181	207	210
LOC101928386	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
LOC101928388	2	0	0	0	0	1	1	1	4	2	1	0	10	3	5	1
LOC101928398	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928401	1	0	0	0	2	1	0	2	0	0	0	2	0	0	1	1
LOC101928404	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0
LOC101928414	51	12	52	53	53	15	91	77	30	18	68	32	54	47	145	89
LOC101928416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928420	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0
LOC101928435	0	2	0	0	0	0	0	0	0	0	0	1	0	0	3	0
LOC101928436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928437	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928438	11	11	1	1	6	1	5	3	7	2	1	2	2	2	13	6
LOC101928440	1	0	9	1	0	0	0	1	2	1	0	0	0	0	0	0
LOC101928441	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
LOC101928442	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
LOC101928443	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
LOC101928445	5	4	2	1	8	3	2	1	0	4	0	3	2	2	4	1
LOC101928446	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0
LOC101928448	0	0	0	0	0	0	0	0	0	0	0	0	4	0	3	1
LOC101928449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928455	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
LOC101928460	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0
LOC101928469	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0
LOC101928471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928489	47	11	10	14	9	7	10	28	9	4	3	0	8	15	12	6
LOC101928491	2	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0
LOC101928495	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	9
LOC101928505	4	3	1	0	9	3	3	7	5	2	0	0	8	9	6	4
LOC101928514	1	2	1	1	2	0	1	3	1	0	0	1	1	0	0	0
LOC101928516	0	0	0	0	1	0	0	1	0	1	0	0	0	2	0	0
LOC101928517	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
LOC101928519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC101928523	10	8	9	10	16	4	12	21	4	6	9	13	6	8	11	10
LOC101928530	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
LOC101928535	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
LOC101928536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928537	0	0	3	1	0	2	0	2	0	2	0	0	1	2	0	1
LOC101928539	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
LOC101928545	21	11	9	41	11	8	35	36	16	16	14	11	14	26	53	14
LOC101928559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928567	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0
LOC101928569	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
LOC101928571	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928580	0	0	0	0	1	0	0	2	0	0	1	0	0	1	2	1
LOC101928597	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
LOC101928600	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
LOC101928604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928611	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928618	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LOC101928651	0	0	0	1	1	0	0	2	0	0	1	0	0	0	0	0
LOC101928663	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
LOC101928674	36	5	16	18	16	8	21	47	6	9	16	14	13	16	36	14
LOC101928682	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
LOC101928689	20	39	5	9	29	14	1	14	21	17	3	1	21	24	4	10
LOC101928694	0	1	0	0	0	0	0	1	0	2	0	1	0	0	0	0
LOC101928700	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0
LOC101928708	2	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0
LOC101928710	232	113	217	150	146	59	252	236	103	98	139	117	47	90	231	153
LOC101928730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928731	21	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
LOC101928736	105	73	80	88	89	31	114	102	62	62	39	80	63	81	70	108
LOC101928737	5	2	1	0	2	9	1	5	1	6	0	0	1	3	3	2
LOC101928738	0	1	0	3	1	1	0	2	2	5	5	8	17	12	28	26
LOC101928744	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
LOC101928748	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
LOC101928766	22	10	19	13	16	9	21	25	12	9	8	5	10	31	42	15
LOC101928767	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LOC101928769	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928773	0	4	0	0	0	0	0	0	0	0	3	0	2	1	0	1
LOC101928775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928782	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2
LOC101928784	55	21	27	24	31	21	27	49	32	18	16	61	26	28	97	28
LOC101928790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928794	2	7	1	3	3	0	1	5	17	17	12	20	21	19	70	19
LOC101928795	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
LOC101928796	3	3	0	7	2	0	1	2	5	0	0	2	1	1	0	1
LOC101928797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928823	0	1	0	2	1	0	2	1	1	0	1	0	0	0	1	2
LOC101928837	9	8	4	10	8	2	1	14	2	2	0	2	1	2	1	4
LOC101928844	0	0	4	1	0	1	2	5	1	1	0	3	6	1	2	1
LOC101928847	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
LOC101928855	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928861	0	0	0	0	0	0	0	0	0	2	0	0	1	0	2	0
LOC101928865	10	9	10	2	11	4	28	5	2	5	0	3	3	11	3	4
LOC101928869	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928880	0	0	0	1	0	0	5	4	0	0	0	5	1	0	4	3
LOC101928882	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
LOC101928886	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928891	36	26	32	25	26	13	37	43	34	18	8	15	29	45	53	33
LOC101928894	5	0	0	0	0	0	0	1	0	0	0	5	0	0	0	0
LOC101928896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928909	0	1	0	0	0	0	0	1	0	0	1	0	1	1	0	1
LOC101928911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC101928936	1	0	0	0	1	0	4	1	0	0	0	0	0	0	0	1
LOC101928937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928940	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0
LOC101928943	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
LOC101928961	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0
LOC101928988	2	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0
LOC101928992	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC101929010	2	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0
LOC101929034	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929057	1	4	0	3	4	1	3	5	3	3	3	2	0	1	1	0
LOC101929059	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1
LOC101929064	0	0	0	0	2	3	1	1	0	1	0	0	0	1	0	0
LOC101929076	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2
LOC101929080	0	0	0	0	1	0	1	0	2	0	0	0	0	0	5	1
LOC101929084	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
LOC101929086	0	0	0	2	0	0	0	0	0	0	6	0	0	0	0	2
LOC101929099	35	29	15	9	39	21	16	18	50	43	8	7	23	36	31	18
LOC101929106	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
LOC101929124	3	3	5	5	3	0	0	4	0	1	3	1	1	3	3	1
LOC101929125	62	59	61	68	117	29	92	101	29	33	14	38	35	40	45	54
LOC101929140	28	11	12	13	32	4	4	28	13	9	3	4	9	12	17	5
LOC101929144	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1
LOC101929148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929162	0	1	4	1	3	1	0	0	0	2	0	0	0	0	0	3
LOC101929164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929172	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
LOC101929173	1	0	0	1	1	0	0	0	1	0	0	0	0	0	3	0
LOC101929181	2	0	2	3	4	2	3	0	0	0	0	2	0	0	0	0
LOC101929196	2	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0
LOC101929207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
LOC101929217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929221	1	1	0	0	1	1	3	6	7	1	0	1	0	1	0	0
LOC101929224	42	24	31	43	44	7	22	42	9	12	15	11	17	13	30	27
LOC101929225	1	0	8	0	1	1	0	0	1	1	1	2	0	0	1	2
LOC101929231	1	0	0	1	0	0	0	2	1	1	2	0	0	0	1	0
LOC101929234	7	5	10	8	14	4	9	9	8	11	0	3	11	9	13	6
LOC101929239	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LOC101929241	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
LOC101929259	0	0	0	2	0	1	0	1	0	0	0	0	0	1	0	1
LOC101929260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929268	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0
LOC101929282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929295	10	9	1	7	12	4	16	5	2	6	4	1	7	5	3	5
LOC101929312	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
LOC101929319	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1
LOC101929335	0	1	2	0	0	0	0	0	0	1	1	0	0	1	0	0
LOC101929344	5	3	24	20	16	3	9	8	3	2	11	7	1	5	21	10
LOC101929369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
LOC101929371	1	1	0	1	0	0	0	0	0	0	0	2	0	0	1	0
LOC101929372	2	1	2	4	1	0	4	4	3	0	0	0	1	0	4	2
LOC101929374	2	2	1	2	0	0	4	1	0	0	0	0	4	0	0	0
LOC101929380	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929384	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0
LOC101929395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929406	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0
LOC101929412	0	2	5	1	2	0	7	2	0	2	6	0	1	3	8	2
LOC101929413	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
LOC101929420	2	0	0	0	1	0	1	0	1	2	0	1	0	0	0	0
LOC101929427	2	0	1	0	12	0	1	1	0	1	1	3	2	3	5	0
LOC101929439	0	1	1	0	0	1	1	2	5	0	0	0	0	0	0	2
LOC101929452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929454	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929486	3	0	10	5	0	0	5	4	0	6	3	9	1	3	3	7
LOC101929505	9	1	2	0	5	1	0	0	5	4	0	3	2	2	0	5
LOC101929512	8	7	8	7	3	2	12	6	6	9	4	8	6	13	19	14
LOC101929524	0	0	0	0	0	0	1	2	0	0	0	0	1	0	0	0
LOC101929526	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929528	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
LOC101929532	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
LOC101929539	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
LOC101929549	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
LOC101929551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929555	1	1	1	3	3	1	8	6	3	2	3	7	6	8	6	4
LOC101929567	98	65	54	75	54	30	124	136	29	27	26	156	41	43	106	81
LOC101929570	1	6	0	1	0	0	0	0	0	0	0	1	0	0	0	1
LOC101929572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929584	0	0	2	0	0	0	0	0	0	0	0	0	1	1	0	1
LOC101929586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929591	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
LOC101929596	0	2	0	1	2	1	0	2	0	0	2	0	0	0	1	0
LOC101929607	1	1	0	1	0	0	0	5	1	0	0	0	0	1	7	1
LOC101929608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929613	5	1	21	18	1	2	17	11	19	22	34	49	15	33	62	98
LOC101929625	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0
LOC101929631	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
LOC101929633	4	1	0	0	1	0	5	2	0	0	0	1	0	3	0	2
LOC101929645	0	1	0	1	0	0	0	1	1	0	0	0	1	1	1	1
LOC101929653	1	0	0	1	0	0	0	2	0	0	1	0	0	1	0	0
LOC101929655	64	31	25	19	53	13	26	30	26	32	12	10	39	39	21	44
LOC101929657	0	0	1	3	1	0	2	0	0	0	0	0	1	0	4	1
LOC101929663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929664	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
LOC101929679	29	5	3	0	18	9	6	15	7	20	9	3	9	15	27	26
LOC101929680	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929685	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
LOC101929690	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0
LOC101929694	1	0	0	0	1	0	1	3	0	0	1	0	1	0	2	3
LOC101929696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929698	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0
LOC101929701	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
LOC101929715	50	38	34	24	45	15	55	40	37	22	3	14	26	32	38	6
LOC101929717	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
